student_name,student_email,professor_name,professor_email,desired_role,matched_role,compatibility_score
Peter Taylor,alexandraortiz@example.net,Christopher Lee DVM,dwayne21@gmail.com,RA,"['TA', 'RA']",20.0
Peter Taylor,alexandraortiz@example.net,Scott Foster PhD,justin30@beck-vaughn.org,RA,"['RA', 'Grader']",20.0
Peter Taylor,alexandraortiz@example.net,Jeffrey Weiss,royharper@yahoo.com,RA,['TA'],3.08
Peter Taylor,alexandraortiz@example.net,Shawn Medina,michelledominguez@mccann.com,RA,['Grader'],4.44
Peter Taylor,alexandraortiz@example.net,Jason Smith,tarahardin@gmail.com,RA,['TA'],40.0
Peter Taylor,alexandraortiz@example.net,Mercedes Francis,robinsonpamela@gmail.com,RA,"['RA', 'Grader']",26.67
Peter Taylor,alexandraortiz@example.net,Casey Nunez,ashleybaker@gmail.com,RA,"['RA', 'TA']",24.0
Peter Taylor,alexandraortiz@example.net,Shannon Reyes,elizabethraymond@villa-stewart.com,RA,"['RA', 'Grader']",33.33
Peter Taylor,alexandraortiz@example.net,John Dawson,bautistachristopher@hotmail.com,RA,"['Grader', 'TA']",6.67
Peter Taylor,alexandraortiz@example.net,Jeanne Clark,elizabethmarshall@gmail.com,RA,"['Grader', 'RA']",20.0
Peter Taylor,alexandraortiz@example.net,Victoria Oliver,jenniferherrera@gmail.com,RA,"['Grader', 'RA']",20.0
Peter Taylor,alexandraortiz@example.net,Adrienne Miles,nwilliams@acevedo.com,RA,"['RA', 'TA']",20.0
Peter Taylor,alexandraortiz@example.net,Jennifer Harper,carrandrew@yahoo.com,RA,['RA'],20.0
Peter Taylor,alexandraortiz@example.net,Tony Singh,beth07@yahoo.com,RA,['RA'],24.0
Peter Taylor,alexandraortiz@example.net,Alan Butler,gonzaleztiffany@juarez-gibson.com,RA,"['TA', 'Grader']",0.0
Peter Taylor,alexandraortiz@example.net,Marie Wilkinson,gary45@gmail.com,RA,['RA'],25.71
Peter Taylor,alexandraortiz@example.net,Jessica Davis,amandacollins@lee.net,RA,['TA'],0.0
Peter Taylor,alexandraortiz@example.net,Diana Parker,wendymorris@haley.com,RA,"['Grader', 'TA']",0.0
Peter Taylor,alexandraortiz@example.net,Michael Soto,stephaniejoyce@yahoo.com,RA,['Grader'],6.67
Peter Taylor,alexandraortiz@example.net,Joshua Ross,paul91@gmail.com,RA,['TA'],3.33
Peter Taylor,alexandraortiz@example.net,Roberto Delgado,jfox@hotmail.com,RA,"['RA', 'Grader']",20.0
Peter Taylor,alexandraortiz@example.net,Patrick Dillon,wkim@yahoo.com,RA,['RA'],23.08
Peter Taylor,alexandraortiz@example.net,Dr. Kristin Baldwin,mark05@gmail.com,RA,['TA'],0.0
Peter Taylor,alexandraortiz@example.net,Courtney Pitts,lweber@gmail.com,RA,"['TA', 'Grader']",0.0
Peter Taylor,alexandraortiz@example.net,Karen Price,vjohnson@gmail.com,RA,['TA'],3.64
Peter Taylor,alexandraortiz@example.net,Elizabeth Perry,millercaitlin@harris.com,RA,['TA'],6.67
Peter Taylor,alexandraortiz@example.net,Brenda Thomas,christopherbridges@yahoo.com,RA,"['RA', 'Grader']",23.08
Peter Taylor,alexandraortiz@example.net,Betty Silva,mullinszachary@harris.com,RA,['TA'],13.33
Peter Taylor,alexandraortiz@example.net,Stephanie Hall,owatkins@wright.com,RA,['Grader'],5.71
Peter Taylor,alexandraortiz@example.net,Jane Mckenzie,xmatthews@hotmail.com,RA,['TA'],40.0
Peter Taylor,alexandraortiz@example.net,Amber Smith MD,calvin04@kelly.com,RA,['TA'],3.33
Peter Taylor,alexandraortiz@example.net,Paul Robinson,dustin14@elliott.com,RA,"['TA', 'Grader']",4.44
Peter Taylor,alexandraortiz@example.net,Jamie Bowen,blee@gmail.com,RA,['Grader'],0.0
Peter Taylor,alexandraortiz@example.net,Anthony Ruiz,richard22@yahoo.com,RA,['Grader'],0.0
Peter Taylor,alexandraortiz@example.net,Christopher Bennett,allisonjessica@hotmail.com,RA,['Grader'],3.33
Peter Taylor,alexandraortiz@example.net,Rebecca Terry,william89@hotmail.com,RA,"['Grader', 'TA']",0.0
Peter Taylor,alexandraortiz@example.net,Andrea Hart,roberta65@yahoo.com,RA,['TA'],13.33
Peter Taylor,alexandraortiz@example.net,Bradley Elliott,meghan52@haynes.biz,RA,['Grader'],6.67
Peter Taylor,alexandraortiz@example.net,David Stokes,edwardsjose@gmail.com,RA,['TA'],0.0
Peter Taylor,alexandraortiz@example.net,Heather Mckinney,karensalazar@ramos-tran.com,RA,['Grader'],0.0
Peter Taylor,alexandraortiz@example.net,Brenda Marquez,fwinters@hotmail.com,RA,['Grader'],20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Christopher Smith,louis48@barrett.biz,Grader,"['RA', 'TA']",7.27
Kevin Castaneda DDS,underwoodkristine@example.org,Steven Parker,kaylakelly@gonzalez.com,Grader,"['Grader', 'TA']",33.33
Kevin Castaneda DDS,underwoodkristine@example.org,Beth Taylor,dianaorozco@dunn-flores.info,Grader,"['RA', 'Grader']",30.0
Kevin Castaneda DDS,underwoodkristine@example.org,Chelsea Wallace,joshuabuck@howard.info,Grader,"['Grader', 'TA']",20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Jessica Wood,jennifervasquez@gmail.com,Grader,"['TA', 'Grader']",20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Kimberly Friedman,wendy61@yahoo.com,Grader,"['TA', 'Grader']",20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Ashley Washington,catherineclark@palmer.com,Grader,['TA'],0.0
Kevin Castaneda DDS,underwoodkristine@example.org,Michael Matthews,danielbenton@parker-peters.biz,Grader,['Grader'],28.89
Kevin Castaneda DDS,underwoodkristine@example.org,Nicole Payne,mserrano@scott-harris.com,Grader,['TA'],0.0
Kevin Castaneda DDS,underwoodkristine@example.org,Christopher Lee DVM,dwayne21@gmail.com,Grader,"['TA', 'RA']",0.0
Kevin Castaneda DDS,underwoodkristine@example.org,Scott Foster PhD,justin30@beck-vaughn.org,Grader,"['RA', 'Grader']",20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Jeffrey Weiss,royharper@yahoo.com,Grader,['TA'],0.0
Kevin Castaneda DDS,underwoodkristine@example.org,Shawn Medina,michelledominguez@mccann.com,Grader,['Grader'],20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Jason Smith,tarahardin@gmail.com,Grader,['TA'],5.71
Kevin Castaneda DDS,underwoodkristine@example.org,Mercedes Francis,robinsonpamela@gmail.com,Grader,"['RA', 'Grader']",20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Casey Nunez,ashleybaker@gmail.com,Grader,"['RA', 'TA']",20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Shannon Reyes,elizabethraymond@villa-stewart.com,Grader,"['RA', 'Grader']",23.64
Kevin Castaneda DDS,underwoodkristine@example.org,John Dawson,bautistachristopher@hotmail.com,Grader,"['Grader', 'TA']",20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Jeanne Clark,elizabethmarshall@gmail.com,Grader,"['Grader', 'RA']",20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Victoria Oliver,jenniferherrera@gmail.com,Grader,"['Grader', 'RA']",33.33
Kevin Castaneda DDS,underwoodkristine@example.org,Adrienne Miles,nwilliams@acevedo.com,Grader,"['RA', 'TA']",8.89
Kevin Castaneda DDS,underwoodkristine@example.org,Jennifer Harper,carrandrew@yahoo.com,Grader,['RA'],0.0
Kevin Castaneda DDS,underwoodkristine@example.org,Tony Singh,beth07@yahoo.com,Grader,['RA'],8.89
Kevin Castaneda DDS,underwoodkristine@example.org,Alan Butler,gonzaleztiffany@juarez-gibson.com,Grader,"['TA', 'Grader']",20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Marie Wilkinson,gary45@gmail.com,Grader,['RA'],0.0
Kevin Castaneda DDS,underwoodkristine@example.org,Jessica Davis,amandacollins@lee.net,Grader,['TA'],7.27
Kevin Castaneda DDS,underwoodkristine@example.org,Diana Parker,wendymorris@haley.com,Grader,"['Grader', 'TA']",20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Michael Soto,stephaniejoyce@yahoo.com,Grader,['Grader'],20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Joshua Ross,paul91@gmail.com,Grader,['TA'],0.0
Kevin Castaneda DDS,underwoodkristine@example.org,Roberto Delgado,jfox@hotmail.com,Grader,"['RA', 'Grader']",20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Patrick Dillon,wkim@yahoo.com,Grader,['RA'],13.33
Kevin Castaneda DDS,underwoodkristine@example.org,Dr. Kristin Baldwin,mark05@gmail.com,Grader,['TA'],0.0
Kevin Castaneda DDS,underwoodkristine@example.org,Courtney Pitts,lweber@gmail.com,Grader,"['TA', 'Grader']",28.0
Kevin Castaneda DDS,underwoodkristine@example.org,Karen Price,vjohnson@gmail.com,Grader,['TA'],0.0
Kevin Castaneda DDS,underwoodkristine@example.org,Elizabeth Perry,millercaitlin@harris.com,Grader,['TA'],0.0
Kevin Castaneda DDS,underwoodkristine@example.org,Brenda Thomas,christopherbridges@yahoo.com,Grader,"['RA', 'Grader']",20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Betty Silva,mullinszachary@harris.com,Grader,['TA'],2.86
Kevin Castaneda DDS,underwoodkristine@example.org,Stephanie Hall,owatkins@wright.com,Grader,['Grader'],20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Jane Mckenzie,xmatthews@hotmail.com,Grader,['TA'],5.71
Kevin Castaneda DDS,underwoodkristine@example.org,Amber Smith MD,calvin04@kelly.com,Grader,['TA'],7.27
Kevin Castaneda DDS,underwoodkristine@example.org,Paul Robinson,dustin14@elliott.com,Grader,"['TA', 'Grader']",40.0
Kevin Castaneda DDS,underwoodkristine@example.org,Jamie Bowen,blee@gmail.com,Grader,['Grader'],20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Anthony Ruiz,richard22@yahoo.com,Grader,['Grader'],20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Christopher Bennett,allisonjessica@hotmail.com,Grader,['Grader'],40.61
Kevin Castaneda DDS,underwoodkristine@example.org,Rebecca Terry,william89@hotmail.com,Grader,"['Grader', 'TA']",20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Andrea Hart,roberta65@yahoo.com,Grader,['TA'],3.08
Kevin Castaneda DDS,underwoodkristine@example.org,Bradley Elliott,meghan52@haynes.biz,Grader,['Grader'],20.0
Kevin Castaneda DDS,underwoodkristine@example.org,David Stokes,edwardsjose@gmail.com,Grader,['TA'],0.0
Kevin Castaneda DDS,underwoodkristine@example.org,Heather Mckinney,karensalazar@ramos-tran.com,Grader,['Grader'],20.0
Kevin Castaneda DDS,underwoodkristine@example.org,Brenda Marquez,fwinters@hotmail.com,Grader,['Grader'],35.0
Miguel Brown,jjimenez@example.com,Christopher Smith,louis48@barrett.biz,Grader,"['RA', 'TA']",3.33
Miguel Brown,jjimenez@example.com,Steven Parker,kaylakelly@gonzalez.com,Grader,"['Grader', 'TA']",24.0
Miguel Brown,jjimenez@example.com,Beth Taylor,dianaorozco@dunn-flores.info,Grader,"['RA', 'Grader']",20.0
Miguel Brown,jjimenez@example.com,Chelsea Wallace,joshuabuck@howard.info,Grader,"['Grader', 'TA']",20.0
Miguel Brown,jjimenez@example.com,Jessica Wood,jennifervasquez@gmail.com,Grader,"['TA', 'Grader']",23.08
Miguel Brown,jjimenez@example.com,Kimberly Friedman,wendy61@yahoo.com,Grader,"['TA', 'Grader']",20.0
Miguel Brown,jjimenez@example.com,Ashley Washington,catherineclark@palmer.com,Grader,['TA'],3.08
Miguel Brown,jjimenez@example.com,Michael Matthews,danielbenton@parker-peters.biz,Grader,['Grader'],20.0
Miguel Brown,jjimenez@example.com,Nicole Payne,mserrano@scott-harris.com,Grader,['TA'],0.0
Miguel Brown,jjimenez@example.com,Christopher Lee DVM,dwayne21@gmail.com,Grader,"['TA', 'RA']",0.0
Miguel Brown,jjimenez@example.com,Scott Foster PhD,justin30@beck-vaughn.org,Grader,"['RA', 'Grader']",20.0
Miguel Brown,jjimenez@example.com,Jeffrey Weiss,royharper@yahoo.com,Grader,['TA'],3.08
Miguel Brown,jjimenez@example.com,Shawn Medina,michelledominguez@mccann.com,Grader,['Grader'],24.44
Miguel Brown,jjimenez@example.com,Jason Smith,tarahardin@gmail.com,Grader,['TA'],0.0
Miguel Brown,jjimenez@example.com,Mercedes Francis,robinsonpamela@gmail.com,Grader,"['RA', 'Grader']",26.67
Miguel Brown,jjimenez@example.com,Casey Nunez,ashleybaker@gmail.com,Grader,"['RA', 'TA']",4.0
Miguel Brown,jjimenez@example.com,Shannon Reyes,elizabethraymond@villa-stewart.com,Grader,"['RA', 'Grader']",20.0
Miguel Brown,jjimenez@example.com,John Dawson,bautistachristopher@hotmail.com,Grader,"['Grader', 'TA']",26.67
Miguel Brown,jjimenez@example.com,Jeanne Clark,elizabethmarshall@gmail.com,Grader,"['Grader', 'RA']",20.0
Miguel Brown,jjimenez@example.com,Victoria Oliver,jenniferherrera@gmail.com,Grader,"['Grader', 'RA']",20.0
Miguel Brown,jjimenez@example.com,Adrienne Miles,nwilliams@acevedo.com,Grader,"['RA', 'TA']",0.0
Miguel Brown,jjimenez@example.com,Jennifer Harper,carrandrew@yahoo.com,Grader,['RA'],0.0
Miguel Brown,jjimenez@example.com,Tony Singh,beth07@yahoo.com,Grader,['RA'],4.0
Miguel Brown,jjimenez@example.com,Alan Butler,gonzaleztiffany@juarez-gibson.com,Grader,"['TA', 'Grader']",20.0
Miguel Brown,jjimenez@example.com,Marie Wilkinson,gary45@gmail.com,Grader,['RA'],5.71
Miguel Brown,jjimenez@example.com,Jessica Davis,amandacollins@lee.net,Grader,['TA'],0.0
Miguel Brown,jjimenez@example.com,Diana Parker,wendymorris@haley.com,Grader,"['Grader', 'TA']",20.0
Miguel Brown,jjimenez@example.com,Michael Soto,stephaniejoyce@yahoo.com,Grader,['Grader'],26.67
Miguel Brown,jjimenez@example.com,Joshua Ross,paul91@gmail.com,Grader,['TA'],3.33
Miguel Brown,jjimenez@example.com,Roberto Delgado,jfox@hotmail.com,Grader,"['RA', 'Grader']",20.0
Miguel Brown,jjimenez@example.com,Patrick Dillon,wkim@yahoo.com,Grader,['RA'],3.08
Miguel Brown,jjimenez@example.com,Dr. Kristin Baldwin,mark05@gmail.com,Grader,['TA'],0.0
Miguel Brown,jjimenez@example.com,Courtney Pitts,lweber@gmail.com,Grader,"['TA', 'Grader']",20.0
Miguel Brown,jjimenez@example.com,Karen Price,vjohnson@gmail.com,Grader,['TA'],3.64
Miguel Brown,jjimenez@example.com,Elizabeth Perry,millercaitlin@harris.com,Grader,['TA'],6.67
Miguel Brown,jjimenez@example.com,Brenda Thomas,christopherbridges@yahoo.com,Grader,"['RA', 'Grader']",23.08
Miguel Brown,jjimenez@example.com,Betty Silva,mullinszachary@harris.com,Grader,['TA'],0.0
Miguel Brown,jjimenez@example.com,Stephanie Hall,owatkins@wright.com,Grader,['Grader'],25.71
Miguel Brown,jjimenez@example.com,Jane Mckenzie,xmatthews@hotmail.com,Grader,['TA'],0.0
Miguel Brown,jjimenez@example.com,Amber Smith MD,calvin04@kelly.com,Grader,['TA'],3.33
Miguel Brown,jjimenez@example.com,Paul Robinson,dustin14@elliott.com,Grader,"['TA', 'Grader']",24.44
Miguel Brown,jjimenez@example.com,Jamie Bowen,blee@gmail.com,Grader,['Grader'],20.0
Miguel Brown,jjimenez@example.com,Anthony Ruiz,richard22@yahoo.com,Grader,['Grader'],20.0
Miguel Brown,jjimenez@example.com,Christopher Bennett,allisonjessica@hotmail.com,Grader,['Grader'],23.33
Miguel Brown,jjimenez@example.com,Rebecca Terry,william89@hotmail.com,Grader,"['Grader', 'TA']",20.0
Miguel Brown,jjimenez@example.com,Andrea Hart,roberta65@yahoo.com,Grader,['TA'],0.0
Miguel Brown,jjimenez@example.com,Bradley Elliott,meghan52@haynes.biz,Grader,['Grader'],26.67
Miguel Brown,jjimenez@example.com,David Stokes,edwardsjose@gmail.com,Grader,['TA'],0.0
Miguel Brown,jjimenez@example.com,Heather Mckinney,karensalazar@ramos-tran.com,Grader,['Grader'],20.0
Miguel Brown,jjimenez@example.com,Brenda Marquez,fwinters@hotmail.com,Grader,['Grader'],20.0
Chelsea Becker,brandi45@example.com,Christopher Smith,louis48@barrett.biz,RA,"['RA', 'TA']",20.0
Chelsea Becker,brandi45@example.com,Steven Parker,kaylakelly@gonzalez.com,RA,"['Grader', 'TA']",13.33
Chelsea Becker,brandi45@example.com,Beth Taylor,dianaorozco@dunn-flores.info,RA,"['RA', 'Grader']",20.0
Chelsea Becker,brandi45@example.com,Chelsea Wallace,joshuabuck@howard.info,RA,"['Grader', 'TA']",5.71
Chelsea Becker,brandi45@example.com,Jessica Wood,jennifervasquez@gmail.com,RA,"['TA', 'Grader']",6.67
Chelsea Becker,brandi45@example.com,Kimberly Friedman,wendy61@yahoo.com,RA,"['TA', 'Grader']",0.0
Chelsea Becker,brandi45@example.com,Ashley Washington,catherineclark@palmer.com,RA,['TA'],6.67
Chelsea Becker,brandi45@example.com,Michael Matthews,danielbenton@parker-peters.biz,RA,['Grader'],4.0
Chelsea Becker,brandi45@example.com,Nicole Payne,mserrano@scott-harris.com,RA,['TA'],5.71
Chelsea Becker,brandi45@example.com,Christopher Lee DVM,dwayne21@gmail.com,RA,"['TA', 'RA']",25.71
Chelsea Becker,brandi45@example.com,Scott Foster PhD,justin30@beck-vaughn.org,RA,"['RA', 'Grader']",20.0
Chelsea Becker,brandi45@example.com,Jeffrey Weiss,royharper@yahoo.com,RA,['TA'],0.0
Chelsea Becker,brandi45@example.com,Shawn Medina,michelledominguez@mccann.com,RA,['Grader'],20.0
Chelsea Becker,brandi45@example.com,Jason Smith,tarahardin@gmail.com,RA,['TA'],0.0
Chelsea Becker,brandi45@example.com,Mercedes Francis,robinsonpamela@gmail.com,RA,"['RA', 'Grader']",20.0
Chelsea Becker,brandi45@example.com,Casey Nunez,ashleybaker@gmail.com,RA,"['RA', 'TA']",20.0
Chelsea Becker,brandi45@example.com,Shannon Reyes,elizabethraymond@villa-stewart.com,RA,"['RA', 'Grader']",20.0
Chelsea Becker,brandi45@example.com,John Dawson,bautistachristopher@hotmail.com,RA,"['Grader', 'TA']",0.0
Chelsea Becker,brandi45@example.com,Jeanne Clark,elizabethmarshall@gmail.com,RA,"['Grader', 'RA']",20.0
Chelsea Becker,brandi45@example.com,Victoria Oliver,jenniferherrera@gmail.com,RA,"['Grader', 'RA']",20.0
Chelsea Becker,brandi45@example.com,Adrienne Miles,nwilliams@acevedo.com,RA,"['RA', 'TA']",24.0
Chelsea Becker,brandi45@example.com,Jennifer Harper,carrandrew@yahoo.com,RA,['RA'],20.0
Chelsea Becker,brandi45@example.com,Tony Singh,beth07@yahoo.com,RA,['RA'],20.0
Chelsea Becker,brandi45@example.com,Alan Butler,gonzaleztiffany@juarez-gibson.com,RA,"['TA', 'Grader']",0.0
Chelsea Becker,brandi45@example.com,Marie Wilkinson,gary45@gmail.com,RA,['RA'],20.0
Chelsea Becker,brandi45@example.com,Jessica Davis,amandacollins@lee.net,RA,['TA'],0.0
Chelsea Becker,brandi45@example.com,Diana Parker,wendymorris@haley.com,RA,"['Grader', 'TA']",0.0
Chelsea Becker,brandi45@example.com,Michael Soto,stephaniejoyce@yahoo.com,RA,['Grader'],0.0
Chelsea Becker,brandi45@example.com,Joshua Ross,paul91@gmail.com,RA,['TA'],3.33
Chelsea Becker,brandi45@example.com,Roberto Delgado,jfox@hotmail.com,RA,"['RA', 'Grader']",20.0
Chelsea Becker,brandi45@example.com,Patrick Dillon,wkim@yahoo.com,RA,['RA'],20.0
Chelsea Becker,brandi45@example.com,Dr. Kristin Baldwin,mark05@gmail.com,RA,['TA'],0.0
Chelsea Becker,brandi45@example.com,Courtney Pitts,lweber@gmail.com,RA,"['TA', 'Grader']",0.0
Chelsea Becker,brandi45@example.com,Karen Price,vjohnson@gmail.com,RA,['TA'],16.97
Chelsea Becker,brandi45@example.com,Elizabeth Perry,millercaitlin@harris.com,RA,['TA'],0.0
Chelsea Becker,brandi45@example.com,Brenda Thomas,christopherbridges@yahoo.com,RA,"['RA', 'Grader']",20.0
Chelsea Becker,brandi45@example.com,Betty Silva,mullinszachary@harris.com,RA,['TA'],2.86
Chelsea Becker,brandi45@example.com,Stephanie Hall,owatkins@wright.com,RA,['Grader'],40.0
Chelsea Becker,brandi45@example.com,Jane Mckenzie,xmatthews@hotmail.com,RA,['TA'],0.0
Chelsea Becker,brandi45@example.com,Amber Smith MD,calvin04@kelly.com,RA,['TA'],0.0
Chelsea Becker,brandi45@example.com,Paul Robinson,dustin14@elliott.com,RA,"['TA', 'Grader']",20.0
Chelsea Becker,brandi45@example.com,Jamie Bowen,blee@gmail.com,RA,['Grader'],0.0
Chelsea Becker,brandi45@example.com,Anthony Ruiz,richard22@yahoo.com,RA,['Grader'],0.0
Chelsea Becker,brandi45@example.com,Christopher Bennett,allisonjessica@hotmail.com,RA,['Grader'],0.0
Chelsea Becker,brandi45@example.com,Rebecca Terry,william89@hotmail.com,RA,"['Grader', 'TA']",0.0
Chelsea Becker,brandi45@example.com,Andrea Hart,roberta65@yahoo.com,RA,['TA'],0.0
Chelsea Becker,brandi45@example.com,Bradley Elliott,meghan52@haynes.biz,RA,['Grader'],0.0
Chelsea Becker,brandi45@example.com,David Stokes,edwardsjose@gmail.com,RA,['TA'],0.0
Chelsea Becker,brandi45@example.com,Heather Mckinney,karensalazar@ramos-tran.com,RA,['Grader'],0.0
Chelsea Becker,brandi45@example.com,Brenda Marquez,fwinters@hotmail.com,RA,['Grader'],0.0
Juan Burke,nicole64@example.net,Christopher Smith,louis48@barrett.biz,TA,"['RA', 'TA']",20.0
Juan Burke,nicole64@example.net,Steven Parker,kaylakelly@gonzalez.com,TA,"['Grader', 'TA']",23.33
Juan Burke,nicole64@example.net,Beth Taylor,dianaorozco@dunn-flores.info,TA,"['RA', 'Grader']",3.64
Juan Burke,nicole64@example.net,Chelsea Wallace,joshuabuck@howard.info,TA,"['Grader', 'TA']",24.44
Juan Burke,nicole64@example.net,Jessica Wood,jennifervasquez@gmail.com,TA,"['TA', 'Grader']",39.05
Juan Burke,nicole64@example.net,Kimberly Friedman,wendy61@yahoo.com,TA,"['TA', 'Grader']",24.0
Juan Burke,nicole64@example.net,Ashley Washington,catherineclark@palmer.com,TA,['TA'],39.05
Juan Burke,nicole64@example.net,Michael Matthews,danielbenton@parker-peters.biz,TA,['Grader'],23.33
Juan Burke,nicole64@example.net,Nicole Payne,mserrano@scott-harris.com,TA,['TA'],24.44
Juan Burke,nicole64@example.net,Christopher Lee DVM,dwayne21@gmail.com,TA,"['TA', 'RA']",24.44
Juan Burke,nicole64@example.net,Scott Foster PhD,justin30@beck-vaughn.org,TA,"['RA', 'Grader']",0.0
Juan Burke,nicole64@example.net,Jeffrey Weiss,royharper@yahoo.com,TA,['TA'],20.0
