student,professor,score,matched_role,student_role
Samuel Diaz,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Emily Chang,Nicole Payne,0.2,['TA'],TA
Emily Chang,Ashley Washington,0.2,['TA'],TA
Nicole Terry,Christopher Smith,0.2,"['RA', 'TA']",TA
Austin Landry DDS,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Charles Jackson,Michael Matthews,0.2,['Grader'],Grader
Charles Jackson,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Charles Jackson,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Samuel Diaz,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Samuel Diaz,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Emily Chang,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Emily Chang,Steven Parker,0.2,"['Grader', 'TA']",TA
Julia Figueroa,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Shawn Walker,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Shawn Walker,Nicole Payne,0.2,['TA'],TA
James Carter,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
James Carter,Beth Taylor,0.2,"['RA', 'Grader']",RA
James Carter,Christopher Smith,0.2,"['RA', 'TA']",RA
Tammy Wyatt,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Tammy Wyatt,Nicole Payne,0.2,['TA'],TA
Tammy Wyatt,Jessica Wood,0.2,"['TA', 'Grader']",TA
Michael Hayes,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Michael Hayes,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Michael Hayes,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Michael Hayes,Steven Parker,0.2,"['Grader', 'TA']",Grader
Emily Chang,Christopher Smith,0.2,"['RA', 'TA']",TA
Caleb Potter,Ashley Washington,0.2,['TA'],TA
Caleb Potter,Jessica Wood,0.2,"['TA', 'Grader']",TA
Caleb Potter,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Brian Austin,Steven Parker,0.2,"['Grader', 'TA']",TA
Brian Austin,Christopher Smith,0.2,"['RA', 'TA']",TA
Randy Thomas,Michael Matthews,0.2,['Grader'],Grader
Antonio Ramirez MD,Michael Matthews,0.2,['Grader'],Grader
Tara Ayers,Christopher Smith,0.2,"['RA', 'TA']",TA
Christopher Little,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Antonio Ramirez MD,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Antonio Ramirez MD,Jessica Wood,0.2,"['TA', 'Grader']",Grader
Nicole Terry,Jessica Wood,0.2,"['TA', 'Grader']",TA
Antonio Ramirez MD,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Antonio Ramirez MD,Steven Parker,0.2,"['Grader', 'TA']",Grader
Dustin Lowe,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Dustin Lowe,Nicole Payne,0.2,['TA'],TA
Randy Thomas,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Randy Thomas,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Randy Thomas,Steven Parker,0.2,"['Grader', 'TA']",Grader
Anita Haney,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Anita Haney,Nicole Payne,0.2,['TA'],TA
Brian Austin,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Brian Austin,Nicole Payne,0.2,['TA'],TA
Antonio Ramirez MD,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Sandra Gomez MD,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Anita Haney,Kimberly Friedman,0.2,"['TA', 'Grader']",TA
Anita Haney,Jessica Wood,0.2,"['TA', 'Grader']",TA
Anita Haney,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Anita Haney,Steven Parker,0.2,"['Grader', 'TA']",TA
Anthony Hoover,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Anthony Hoover,Nicole Payne,0.2,['TA'],TA
Anthony Hoover,Kimberly Friedman,0.2,"['TA', 'Grader']",TA
Anthony Hoover,Jessica Wood,0.2,"['TA', 'Grader']",TA
Anthony Hoover,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Anthony Hoover,Steven Parker,0.2,"['Grader', 'TA']",TA
Caleb Potter,Nicole Payne,0.2,['TA'],TA
Dustin Lowe,Kimberly Friedman,0.2,"['TA', 'Grader']",TA
Dustin Lowe,Jessica Wood,0.2,"['TA', 'Grader']",TA
Dustin Lowe,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Andrew Wood,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Tara Ayers,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Tara Ayers,Nicole Payne,0.2,['TA'],TA
Tara Ayers,Ashley Washington,0.2,['TA'],TA
Tara Ayers,Kimberly Friedman,0.2,"['TA', 'Grader']",TA
Jacqueline Lopez,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Jacqueline Lopez,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Caleb Potter,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Dustin Lowe,Ashley Washington,0.2,['TA'],TA
Dana White,Steven Parker,0.2,"['Grader', 'TA']",Grader
Shannon Allen,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Tabitha Cunningham,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Clinton Howard,Michael Matthews,0.2,['Grader'],TA
Clinton Howard,Kimberly Friedman,0.2,"['TA', 'Grader']",TA
Clinton Howard,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Clinton Howard,Steven Parker,0.2,"['Grader', 'TA']",TA
Clinton Howard,Christopher Smith,0.2,"['RA', 'TA']",TA
Brandon Perez,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Brandon Perez,Nicole Payne,0.2,['TA'],TA
Brandon Perez,Kimberly Friedman,0.2,"['TA', 'Grader']",TA
Brian Austin,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Brandon Perez,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Renee Walker,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Renee Walker,Beth Taylor,0.2,"['RA', 'Grader']",RA
Christopher Lin,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Nicole Terry,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Nicole Terry,Nicole Payne,0.2,['TA'],TA
Nicole Terry,Ashley Washington,0.2,['TA'],TA
Nicole Terry,Kimberly Friedman,0.2,"['TA', 'Grader']",TA
Joseph Smith,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Nicole Terry,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Nicole Terry,Steven Parker,0.2,"['Grader', 'TA']",TA
Brandon Perez,Jessica Wood,0.2,"['TA', 'Grader']",TA
Kurt Brandt,Michael Matthews,0.2,['Grader'],Grader
Kurt Brandt,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Kurt Brandt,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Kurt Brandt,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Kurt Brandt,Steven Parker,0.2,"['Grader', 'TA']",Grader
Tabitha Cunningham,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Tabitha Cunningham,Nicole Payne,0.2,['TA'],TA
Alice Young,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Alice Young,Nicole Payne,0.2,['TA'],TA
Alice Young,Kimberly Friedman,0.2,"['TA', 'Grader']",TA
Alice Young,Jessica Wood,0.2,"['TA', 'Grader']",TA
Dana White,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Amanda Jackson,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Amanda Jackson,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Amanda Jackson,Steven Parker,0.2,"['Grader', 'TA']",Grader
Alfred Estrada,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Brandon Perez,Steven Parker,0.2,"['Grader', 'TA']",TA
Brandon Perez,Christopher Smith,0.2,"['RA', 'TA']",TA
David Brock,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Alice Young,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Kimberly Monroe,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Dana White,Michael Matthews,0.2,['Grader'],Grader
Dana White,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Dana White,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Richard Butler,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Caitlyn Nelson,Ashley Washington,0.2,['TA'],TA
Caitlyn Nelson,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Caitlyn Nelson,Steven Parker,0.2,"['Grader', 'TA']",TA
Caitlyn Nelson,Christopher Smith,0.2,"['RA', 'TA']",TA
Lisa Mills,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
James Hawkins,Beth Taylor,0.2,"['RA', 'Grader']",RA
James Hawkins,Christopher Smith,0.2,"['RA', 'TA']",RA
Alex Sloan,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Alex Sloan,Beth Taylor,0.2,"['RA', 'Grader']",RA
Laura Moore,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Laura Moore,Nicole Payne,0.2,['TA'],TA
Sandra Gomez MD,Nicole Payne,0.2,['TA'],TA
Laura Moore,Jessica Wood,0.2,"['TA', 'Grader']",TA
Laura Moore,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Laura Moore,Christopher Smith,0.2,"['RA', 'TA']",TA
Dr. Kim Cohen,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Dr. Kim Cohen,Nicole Payne,0.2,['TA'],TA
Dr. Kim Cohen,Ashley Washington,0.2,['TA'],TA
Dr. Kim Cohen,Kimberly Friedman,0.2,"['TA', 'Grader']",TA
Dr. Kim Cohen,Jessica Wood,0.2,"['TA', 'Grader']",TA
Dr. Kim Cohen,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Dr. Kim Cohen,Steven Parker,0.2,"['Grader', 'TA']",TA
Dr. Kim Cohen,Christopher Smith,0.2,"['RA', 'TA']",TA
Laura Moore,Kimberly Friedman,0.2,"['TA', 'Grader']",TA
Gregory Martin,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Gregory Martin,Beth Taylor,0.2,"['RA', 'Grader']",RA
Gregory Martin,Christopher Smith,0.2,"['RA', 'TA']",RA
Maria Carroll,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Angela Salazar,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Angela Salazar,Steven Parker,0.2,"['Grader', 'TA']",TA
Angela Salazar,Christopher Smith,0.2,"['RA', 'TA']",TA
Scott Summers,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Amber George,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Kevin Castaneda DDS,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Peter Taylor,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Caitlyn Nelson,Nicole Payne,0.2,['TA'],TA
Peter Taylor,Christopher Smith,0.2,"['RA', 'TA']",RA
Ryan Mathews,Christopher Smith,0.2,"['RA', 'TA']",RA
Tonya Garcia,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Tonya Garcia,Beth Taylor,0.2,"['RA', 'Grader']",RA
Tonya Garcia,Christopher Smith,0.2,"['RA', 'TA']",RA
Dakota Jefferson,Michael Matthews,0.2,['Grader'],Grader
Dakota Jefferson,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Scott Summers,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Scott Summers,Beth Taylor,0.2,"['RA', 'Grader']",Grader
James Hawkins,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Caitlyn Nelson,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Peter Taylor,Beth Taylor,0.2,"['RA', 'Grader']",RA
Amber George,Christopher Smith,0.2,"['RA', 'TA']",TA
Lisa Burton,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Lisa Burton,Beth Taylor,0.2,"['RA', 'Grader']",RA
Kristie Rose,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Peter Smith,Michael Matthews,0.2,['Grader'],Grader
Peter Smith,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Richard Cantu,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Joseph Bush,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Joseph Bush,Jessica Wood,0.2,"['TA', 'Grader']",TA
Russell Mason,Kimberly Friedman,0.2,"['TA', 'Grader']",TA
Russell Mason,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Vickie Moran,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Lisa Stone,Steven Parker,0.2,"['Grader', 'TA']",Grader
Peter Smith,Steven Parker,0.2,"['Grader', 'TA']",Grader
Ryan Mathews,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Ryan Mathews,Beth Taylor,0.2,"['RA', 'Grader']",RA
Timothy Holland,Michael Matthews,0.2,['Grader'],Grader
Timothy Holland,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Timothy Holland,Jessica Wood,0.2,"['TA', 'Grader']",Grader
Timothy Holland,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Timothy Holland,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Timothy Holland,Steven Parker,0.2,"['Grader', 'TA']",Grader
Amber George,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Joseph Bush,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Russell Mason,Steven Parker,0.2,"['Grader', 'TA']",TA
Russell Mason,Christopher Smith,0.2,"['RA', 'TA']",TA
Ryan Collins Jr.,Michael Matthews,0.2,['Grader'],Grader
Ryan Collins Jr.,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Ryan Collins Jr.,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Angela Johnson,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Vickie Moran,Beth Taylor,0.2,"['RA', 'Grader']",RA
Vickie Moran,Christopher Smith,0.2,"['RA', 'TA']",RA
Michael Johnson,Michael Matthews,0.2,['Grader'],Grader
Michael Johnson,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Michael Johnson,Jessica Wood,0.2,"['TA', 'Grader']",Grader
Amber George,Steven Parker,0.2,"['Grader', 'TA']",TA
Michael Johnson,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Michael Johnson,Steven Parker,0.2,"['Grader', 'TA']",Grader
Ashley Cooper,Beth Taylor,0.2,"['RA', 'Grader']",RA
Ashley Cooper,Christopher Smith,0.2,"['RA', 'TA']",RA
Russell Mason,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Ashley Cooper,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Mark Wolf,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Mark Wolf,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Christopher Russell,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Christopher Russell,Beth Taylor,0.2,"['RA', 'Grader']",RA
Christopher Russell,Christopher Smith,0.2,"['RA', 'TA']",RA
Michael Johnson,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Marc Martin,Nicole Payne,0.2,['TA'],TA
Mr. Thomas Carter Jr.,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Mr. Thomas Carter Jr.,Steven Parker,0.2,"['Grader', 'TA']",Grader
Scott Frazier,Michael Matthews,0.2,['Grader'],Grader
Scott Frazier,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Scott Frazier,Jessica Wood,0.2,"['TA', 'Grader']",Grader
Scott Frazier,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Scott Frazier,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Scott Frazier,Steven Parker,0.2,"['Grader', 'TA']",Grader
Nicole Byrd,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Marc Martin,Ashley Washington,0.2,['TA'],TA
Angela Salazar,Kimberly Friedman,0.2,"['TA', 'Grader']",TA
Marc Martin,Steven Parker,0.2,"['Grader', 'TA']",TA
Marc Martin,Christopher Smith,0.2,"['RA', 'TA']",TA
Nicholas Lloyd,Michael Matthews,0.2,['Grader'],Grader
Nicholas Lloyd,Jessica Wood,0.2,"['TA', 'Grader']",Grader
Nicholas Lloyd,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Nicholas Lloyd,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Dr. Gabrielle King,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Dr. Gabrielle King,Beth Taylor,0.2,"['RA', 'Grader']",RA
Dr. Gabrielle King,Christopher Smith,0.2,"['RA', 'TA']",RA
Mr. Thomas Carter Jr.,Michael Matthews,0.2,['Grader'],Grader
Mr. Thomas Carter Jr.,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Marc Martin,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Chad Oconnell,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Veronica Reynolds,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Sabrina Sullivan,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Nicole Byrd,Beth Taylor,0.2,"['RA', 'Grader']",RA
Jonathan Ballard,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Sabrina Sullivan,Beth Taylor,0.2,"['RA', 'Grader']",RA
Sabrina Sullivan,Christopher Smith,0.2,"['RA', 'TA']",RA
Michele Taylor,Michael Matthews,0.2,['Grader'],Grader
Michele Taylor,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Michele Taylor,Jessica Wood,0.2,"['TA', 'Grader']",Grader
Kevin Castaneda DDS,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Marc Martin,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Juan Burke,Kimberly Friedman,0.2,"['TA', 'Grader']",TA
Juan Burke,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Juan Burke,Steven Parker,0.2,"['Grader', 'TA']",TA
Juan Burke,Christopher Smith,0.2,"['RA', 'TA']",TA
Chelsea Becker,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Chelsea Becker,Beth Taylor,0.2,"['RA', 'Grader']",RA
Travis Collins,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Travis Collins,Nicole Payne,0.2,['TA'],TA
Michele Taylor,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Michele Taylor,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Michele Taylor,Steven Parker,0.2,"['Grader', 'TA']",Grader
Kevin Castaneda DDS,Jessica Wood,0.2,"['TA', 'Grader']",Grader
Gregory Collins,Ashley Washington,0.2,['TA'],TA
Gregory Collins,Kimberly Friedman,0.2,"['TA', 'Grader']",TA
Dakota Jefferson,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Dakota Jefferson,Steven Parker,0.2,"['Grader', 'TA']",Grader
David Mills,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
David Mills,Nicole Payne,0.2,['TA'],TA
David Mills,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Miguel Brown,Michael Matthews,0.2,['Grader'],Grader
Miguel Brown,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Miguel Brown,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Miguel Brown,Steven Parker,0.2,"['Grader', 'TA']",Grader
Mr. Thomas Carter Jr.,Jessica Wood,0.2,"['TA', 'Grader']",Grader
Gregory Collins,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Gregory Collins,Steven Parker,0.2,"['Grader', 'TA']",TA
Carl Jordan,Michael Matthews,0.2,['Grader'],Grader
Carl Jordan,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Carl Jordan,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Carl Jordan,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Jennifer Miller,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Jennifer Miller,Beth Taylor,0.2,"['RA', 'Grader']",RA
Jennifer Miller,Christopher Smith,0.2,"['RA', 'TA']",RA
Angela Salazar,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Angela Salazar,Nicole Payne,0.2,['TA'],TA
Gregory Collins,Jessica Wood,0.2,"['TA', 'Grader']",TA
Nicholas Lloyd,Steven Parker,0.2,"['Grader', 'TA']",Grader
Rebekah White,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Rebekah White,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Rebekah White,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Rebekah White,Steven Parker,0.2,"['Grader', 'TA']",Grader
Jared Gross,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Susan Harris,Kimberly Friedman,0.2,"['TA', 'Grader']",TA
Susan Harris,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Susan Harris,Steven Parker,0.2,"['Grader', 'TA']",TA
Susan Harris,Christopher Smith,0.2,"['RA', 'TA']",TA
Robert Strong,Michael Matthews,0.2,['Grader'],Grader
Gregory Collins,Nicole Payne,0.2,['TA'],TA
Robert Strong,Jessica Wood,0.2,"['TA', 'Grader']",Grader
Robert Strong,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Robert Strong,Steven Parker,0.2,"['Grader', 'TA']",Grader
Carl Jordan,Steven Parker,0.2,"['Grader', 'TA']",Grader
Katherine Burgess,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Katherine Burgess,Beth Taylor,0.2,"['RA', 'Grader']",RA
Susan Harris,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Susan Harris,Nicole Payne,0.2,['TA'],TA
Susan Harris,Ashley Washington,0.2,['TA'],TA
Jared Gross,Beth Taylor,0.2,"['RA', 'Grader']",RA
Jared Gross,Christopher Smith,0.2,"['RA', 'TA']",RA
Gregory Collins,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Robert Strong,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Brandon Ruiz,Nicole Payne,0.2,['TA'],TA
Brandon Ruiz,Jessica Wood,0.2,"['TA', 'Grader']",TA
Laura Gray,Ashley Washington,0.2,['TA'],TA
Laura Gray,Kimberly Friedman,0.2,"['TA', 'Grader']",TA
Laura Gray,Jessica Wood,0.2,"['TA', 'Grader']",TA
Laura Gray,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Barbara Fry,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Ryan Freeman,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Cynthia Jensen,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Cynthia Jensen,Nicole Payne,0.2,['TA'],TA
Cynthia Jensen,Michael Matthews,0.2,['Grader'],TA
Joseph Harmon,Beth Taylor,0.2,"['RA', 'Grader']",RA
Cynthia Jensen,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Cynthia Jensen,Steven Parker,0.2,"['Grader', 'TA']",TA
Cynthia Jensen,Christopher Smith,0.2,"['RA', 'TA']",TA
David Gardner,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Alexis Simmons,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Alexis Simmons,Beth Taylor,0.2,"['RA', 'Grader']",RA
Ryan Freeman,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Ryan Freeman,Nicole Payne,0.2,['TA'],TA
Barbara Fry,Steven Parker,0.2,"['Grader', 'TA']",TA
Barbara Fry,Christopher Smith,0.2,"['RA', 'TA']",TA
Justin Davis,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Cynthia Jensen,Kimberly Friedman,0.2,"['TA', 'Grader']",TA
Todd Bowen,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Todd Bowen,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Marissa White,Michael Matthews,0.2,['Grader'],Grader
Anna Scott,Chelsea Wallace,0.2,"['Grader', 'TA']",TA
Anna Scott,Christopher Smith,0.2,"['RA', 'TA']",TA
Michael Fisher,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Steven Rivera,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
David Gardner,Beth Taylor,0.2,"['RA', 'Grader']",RA
David Gardner,Christopher Smith,0.2,"['RA', 'TA']",RA
Kara Foster,Michael Matthews,0.2,['Grader'],Grader
Kara Foster,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Brandon Ruiz,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Kara Foster,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Kara Foster,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Steven Rivera,Beth Taylor,0.2,"['RA', 'Grader']",RA
Steven Rivera,Christopher Smith,0.2,"['RA', 'TA']",RA
Barbara Fry,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Barbara Fry,Nicole Payne,0.2,['TA'],TA
Barbara Fry,Michael Matthews,0.2,['Grader'],TA
Alexandria Shields,Christopher Smith,0.2,"['RA', 'TA']",RA
Laura Gray,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Laura Gray,Nicole Payne,0.2,['TA'],TA
Allison Moore,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Kara Foster,Jessica Wood,0.2,"['TA', 'Grader']",Grader
Melissa Escobar,Christopher Smith,0.2,"['RA', 'TA']",RA
Alexandria Shields,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Alexandria Shields,Beth Taylor,0.2,"['RA', 'Grader']",RA
Kimberly White,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Matthew Mckinney,Christopher Smith,0.2,"['RA', 'TA']",TA
Terry Harris,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Terry Harris,Beth Taylor,0.2,"['RA', 'Grader']",RA
Terry Harris,Christopher Smith,0.2,"['RA', 'TA']",RA
Maria Wu,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Kimberly White,Beth Taylor,0.2,"['RA', 'Grader']",RA
Kimberly White,Christopher Smith,0.2,"['RA', 'TA']",RA
Brian Santiago,Christopher Lee DVM,0.2,"['TA', 'RA']",RA
Jeffrey Watson,Jessica Wood,0.2,"['TA', 'Grader']",Grader
Jeffrey Watson,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Jeffrey Watson,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Jeffrey Watson,Steven Parker,0.2,"['Grader', 'TA']",Grader
Douglas Rhodes,Kimberly Friedman,0.2,"['TA', 'Grader']",Grader
Douglas Rhodes,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
Douglas Rhodes,Beth Taylor,0.2,"['RA', 'Grader']",Grader
Nicole Lewis,Christopher Lee DVM,0.2,"['TA', 'RA']",TA
Nicole Lewis,Nicole Payne,0.2,['TA'],TA
Nicole Lewis,Ashley Washington,0.2,['TA'],TA
Nicole Lewis,Kimberly Friedman,0.2,"['TA', 'Grader']",TA
Jeffrey Watson,Michael Matthews,0.2,['Grader'],Grader
Brian Santiago,Michael Matthews,0.2,['Grader'],RA
Brian Santiago,Beth Taylor,0.2,"['RA', 'Grader']",RA
Brian Santiago,Christopher Smith,0.2,"['RA', 'TA']",RA
David Wolfe,Chelsea Wallace,0.2,"['Grader', 'TA']",Grader
David Wolfe,Beth Taylor,0.2,"['RA', 'Grader']",Grader
David Wolfe,Steven Parker,0.2,"['Grader', 'TA']",Grader
Maria Wu,Beth Taylor,0.2,"['RA', 'Grader']",RA
Maria Wu,Christopher Smith,0.2,"['RA', 'TA']",RA
