student,professor,score,reasons
Sheila Johnson,Ashley Washington,70,shared interest in Financial Forecasting; matched desired role: TA
Sheila Johnson,Michael Matthews,40,shared interest in Financial Forecasting
Sheila Johnson,Nicole Payne,30,matched desired role: TA
Sheila Johnson,Christopher Lee DVM,30,matched desired role: TA
Sheila Johnson,Jeffrey Weiss,30,matched desired role: TA
Sheila Johnson,Jason Smith,30,matched desired role: TA
Sheila Johnson,Casey Nunez,30,matched desired role: TA
Sheila Johnson,John Dawson,30,matched desired role: TA
Sheila Johnson,Adrienne Miles,70,shared interest in Financial Forecasting; matched desired role: TA
Sheila Johnson,Alan Butler,30,matched desired role: TA
Sheila Johnson,Jessica Davis,30,matched desired role: TA
Sheila Johnson,Diana Parker,30,matched desired role: TA
Sheila Johnson,Joshua Ross,30,matched desired role: TA
Sheila Johnson,Dr. Kristin Baldwin,30,matched desired role: TA
Sheila Johnson,Courtney Pitts,30,matched desired role: TA
Sheila Johnson,Karen Price,70,shared interest in Financial Forecasting; matched desired role: TA
Sheila Johnson,Elizabeth Perry,30,matched desired role: TA
Sheila Johnson,Betty Silva,30,matched desired role: TA
Sheila Johnson,Jane Mckenzie,30,matched desired role: TA
Sheila Johnson,Amber Smith MD,30,matched desired role: TA
Sheila Johnson,Paul Robinson,30,matched desired role: TA
Sheila Johnson,Rebecca Terry,30,matched desired role: TA
Sheila Johnson,Andrea Hart,30,matched desired role: TA
Sheila Johnson,David Stokes,30,matched desired role: TA
Jordan Moore,Christopher Smith,30,matched desired role: RA
Jordan Moore,Beth Taylor,30,matched desired role: RA
Jordan Moore,Christopher Lee DVM,30,matched desired role: RA
Jordan Moore,Scott Foster PhD,30,matched desired role: RA
Jordan Moore,Mercedes Francis,30,matched desired role: RA
Jordan Moore,Casey Nunez,30,matched desired role: RA
Jordan Moore,Shannon Reyes,30,matched desired role: RA
Jordan Moore,Jeanne Clark,30,matched desired role: RA
Jordan Moore,Victoria Oliver,30,matched desired role: RA
Jordan Moore,Adrienne Miles,30,matched desired role: RA
Jordan Moore,Jennifer Harper,30,matched desired role: RA
Jordan Moore,Tony Singh,30,matched desired role: RA
Jordan Moore,Marie Wilkinson,30,matched desired role: RA
Jordan Moore,Roberto Delgado,30,matched desired role: RA
Jordan Moore,Patrick Dillon,30,matched desired role: RA
Jordan Moore,Brenda Thomas,30,matched desired role: RA
Jessica Turner,Christopher Smith,30,matched desired role: TA
Jessica Turner,Steven Parker,30,matched desired role: TA
Jessica Turner,Chelsea Wallace,30,matched desired role: TA
Jessica Turner,Jessica Wood,30,matched desired role: TA
Jessica Turner,Kimberly Friedman,30,matched desired role: TA
Jessica Turner,Ashley Washington,30,matched desired role: TA
Jessica Turner,Nicole Payne,30,matched desired role: TA
Jessica Turner,Christopher Lee DVM,30,matched desired role: TA
Jessica Turner,Scott Foster PhD,5,skill overlap: Natural Language Processing
Jessica Turner,Jeffrey Weiss,30,matched desired role: TA
Jessica Turner,Jason Smith,30,matched desired role: TA
Jessica Turner,Casey Nunez,35,skill overlap: Natural Language Processing; matched desired role: TA
Jessica Turner,John Dawson,30,matched desired role: TA
Jessica Turner,Adrienne Miles,30,matched desired role: TA
Jessica Turner,Alan Butler,30,matched desired role: TA
Jessica Turner,Jessica Davis,35,skill overlap: Natural Language Processing; matched desired role: TA
Jessica Turner,Diana Parker,30,matched desired role: TA
Jessica Turner,Joshua Ross,35,skill overlap: Natural Language Processing; matched desired role: TA
Jessica Turner,Dr. Kristin Baldwin,30,matched desired role: TA
Jessica Turner,Courtney Pitts,30,matched desired role: TA
Jessica Turner,Karen Price,30,matched desired role: TA
Jessica Turner,Elizabeth Perry,30,matched desired role: TA
Jessica Turner,Betty Silva,30,matched desired role: TA
Jessica Turner,Jane Mckenzie,30,matched desired role: TA
Jessica Turner,Amber Smith MD,30,matched desired role: TA
Jessica Turner,Paul Robinson,30,matched desired role: TA
Jessica Turner,Anthony Ruiz,5,skill overlap: Natural Language Processing
Jessica Turner,Rebecca Terry,35,skill overlap: Natural Language Processing; matched desired role: TA
Jessica Turner,Andrea Hart,30,matched desired role: TA
Jessica Turner,David Stokes,35,skill overlap: Natural Language Processing; matched desired role: TA
Jason Williams,Christopher Smith,30,matched desired role: RA
Jason Williams,Beth Taylor,30,matched desired role: RA
Jason Williams,Christopher Lee DVM,30,matched desired role: RA
Jason Williams,Scott Foster PhD,30,matched desired role: RA
Jason Williams,Mercedes Francis,30,matched desired role: RA
Jason Williams,Casey Nunez,30,matched desired role: RA
Jason Williams,Shannon Reyes,30,matched desired role: RA
Jason Williams,Jeanne Clark,30,matched desired role: RA
Jason Williams,Victoria Oliver,30,matched desired role: RA
Jason Williams,Adrienne Miles,30,matched desired role: RA
Jason Williams,Jennifer Harper,30,matched desired role: RA
Jason Williams,Tony Singh,30,matched desired role: RA
Jason Williams,Marie Wilkinson,30,matched desired role: RA
Jason Williams,Roberto Delgado,30,matched desired role: RA
Jason Williams,Patrick Dillon,30,matched desired role: RA
Jason Williams,Brenda Thomas,30,matched desired role: RA
David Allison,Steven Parker,30,matched desired role: Grader
David Allison,Beth Taylor,30,matched desired role: Grader
David Allison,Chelsea Wallace,30,matched desired role: Grader
David Allison,Jessica Wood,30,matched desired role: Grader
David Allison,Kimberly Friedman,30,matched desired role: Grader
David Allison,Michael Matthews,30,matched desired role: Grader
David Allison,Scott Foster PhD,30,matched desired role: Grader
David Allison,Shawn Medina,30,matched desired role: Grader
David Allison,Mercedes Francis,30,matched desired role: Grader
David Allison,Shannon Reyes,30,matched desired role: Grader
David Allison,John Dawson,30,matched desired role: Grader
David Allison,Jeanne Clark,30,matched desired role: Grader
David Allison,Victoria Oliver,30,matched desired role: Grader
David Allison,Alan Butler,30,matched desired role: Grader
David Allison,Diana Parker,30,matched desired role: Grader
David Allison,Michael Soto,30,matched desired role: Grader
David Allison,Roberto Delgado,30,matched desired role: Grader
David Allison,Courtney Pitts,30,matched desired role: Grader
David Allison,Brenda Thomas,30,matched desired role: Grader
David Allison,Stephanie Hall,30,matched desired role: Grader
David Allison,Paul Robinson,30,matched desired role: Grader
David Allison,Jamie Bowen,30,matched desired role: Grader
David Allison,Anthony Ruiz,30,matched desired role: Grader
David Allison,Christopher Bennett,30,matched desired role: Grader
David Allison,Rebecca Terry,30,matched desired role: Grader
David Allison,Bradley Elliott,30,matched desired role: Grader
David Allison,Heather Mckinney,30,matched desired role: Grader
David Allison,Brenda Marquez,30,matched desired role: Grader
Jennifer Ramos,Steven Parker,30,matched desired role: Grader
Jennifer Ramos,Beth Taylor,30,matched desired role: Grader
Jennifer Ramos,Chelsea Wallace,30,matched desired role: Grader
Jennifer Ramos,Jessica Wood,70,shared interest in Smart Cities; matched desired role: Grader
Jennifer Ramos,Kimberly Friedman,30,matched desired role: Grader
Jennifer Ramos,Michael Matthews,30,matched desired role: Grader
Jennifer Ramos,Scott Foster PhD,35,skill overlap: Natural Language Processing; matched desired role: Grader
Jennifer Ramos,Jeffrey Weiss,40,shared interest in Smart Cities
Jennifer Ramos,Shawn Medina,30,matched desired role: Grader
Jennifer Ramos,Mercedes Francis,30,matched desired role: Grader
Jennifer Ramos,Casey Nunez,5,skill overlap: Natural Language Processing
Jennifer Ramos,Shannon Reyes,30,matched desired role: Grader
Jennifer Ramos,John Dawson,30,matched desired role: Grader
Jennifer Ramos,Jeanne Clark,30,matched desired role: Grader
Jennifer Ramos,Victoria Oliver,30,matched desired role: Grader
Jennifer Ramos,Alan Butler,30,matched desired role: Grader
Jennifer Ramos,Jessica Davis,5,skill overlap: Natural Language Processing
Jennifer Ramos,Diana Parker,30,matched desired role: Grader
Jennifer Ramos,Michael Soto,30,matched desired role: Grader
Jennifer Ramos,Joshua Ross,5,skill overlap: Natural Language Processing
Jennifer Ramos,Roberto Delgado,30,matched desired role: Grader
Jennifer Ramos,Patrick Dillon,40,shared interest in Smart Cities
Jennifer Ramos,Courtney Pitts,30,matched desired role: Grader
Jennifer Ramos,Brenda Thomas,70,shared interest in Smart Cities; matched desired role: Grader
Jennifer Ramos,Stephanie Hall,30,matched desired role: Grader
Jennifer Ramos,Amber Smith MD,40,shared interest in Smart Cities
Jennifer Ramos,Paul Robinson,30,matched desired role: Grader
Jennifer Ramos,Jamie Bowen,30,matched desired role: Grader
Jennifer Ramos,Anthony Ruiz,35,skill overlap: Natural Language Processing; matched desired role: Grader
Jennifer Ramos,Christopher Bennett,30,matched desired role: Grader
Jennifer Ramos,Rebecca Terry,35,skill overlap: Natural Language Processing; matched desired role: Grader
Jennifer Ramos,Bradley Elliott,30,matched desired role: Grader
Jennifer Ramos,David Stokes,5,skill overlap: Natural Language Processing
Jennifer Ramos,Heather Mckinney,30,matched desired role: Grader
Jennifer Ramos,Brenda Marquez,30,matched desired role: Grader
Adam Werner,Christopher Smith,30,matched desired role: RA
Adam Werner,Beth Taylor,30,matched desired role: RA
Adam Werner,Christopher Lee DVM,30,matched desired role: RA
Adam Werner,Scott Foster PhD,30,matched desired role: RA
Adam Werner,Mercedes Francis,30,matched desired role: RA
Adam Werner,Casey Nunez,30,matched desired role: RA
Adam Werner,Shannon Reyes,30,matched desired role: RA
Adam Werner,Jeanne Clark,30,matched desired role: RA
Adam Werner,Victoria Oliver,30,matched desired role: RA
Adam Werner,Adrienne Miles,30,matched desired role: RA
Adam Werner,Jennifer Harper,30,matched desired role: RA
Adam Werner,Tony Singh,30,matched desired role: RA
Adam Werner,Marie Wilkinson,30,matched desired role: RA
Adam Werner,Roberto Delgado,30,matched desired role: RA
Adam Werner,Patrick Dillon,30,matched desired role: RA
Adam Werner,Brenda Thomas,30,matched desired role: RA
Robert Torres,Christopher Smith,30,matched desired role: RA
Robert Torres,Beth Taylor,30,matched desired role: RA
Robert Torres,Christopher Lee DVM,30,matched desired role: RA
Robert Torres,Scott Foster PhD,35,skill overlap: Natural Language Processing; matched desired role: RA
Robert Torres,Mercedes Francis,30,matched desired role: RA
Robert Torres,Casey Nunez,35,skill overlap: Natural Language Processing; matched desired role: RA
Robert Torres,Shannon Reyes,30,matched desired role: RA
Robert Torres,Jeanne Clark,30,matched desired role: RA
Robert Torres,Victoria Oliver,30,matched desired role: RA
Robert Torres,Adrienne Miles,30,matched desired role: RA
Robert Torres,Jennifer Harper,30,matched desired role: RA
Robert Torres,Tony Singh,30,matched desired role: RA
Robert Torres,Marie Wilkinson,30,matched desired role: RA
Robert Torres,Jessica Davis,5,skill overlap: Natural Language Processing
Robert Torres,Joshua Ross,5,skill overlap: Natural Language Processing
Robert Torres,Roberto Delgado,30,matched desired role: RA
Robert Torres,Patrick Dillon,30,matched desired role: RA
Robert Torres,Brenda Thomas,30,matched desired role: RA
Robert Torres,Anthony Ruiz,5,skill overlap: Natural Language Processing
Robert Torres,Rebecca Terry,5,skill overlap: Natural Language Processing
Robert Torres,David Stokes,5,skill overlap: Natural Language Processing
Victoria Ramirez,Christopher Smith,30,matched desired role: RA
Victoria Ramirez,Beth Taylor,30,matched desired role: RA
Victoria Ramirez,Jessica Wood,40,shared interest in Financial Forecasting
Victoria Ramirez,Ashley Washington,40,shared interest in Financial Forecasting
Victoria Ramirez,Michael Matthews,40,shared interest in Financial Forecasting
Victoria Ramirez,Christopher Lee DVM,30,matched desired role: RA
Victoria Ramirez,Scott Foster PhD,30,matched desired role: RA
Victoria Ramirez,Mercedes Francis,30,matched desired role: RA
Victoria Ramirez,Casey Nunez,30,matched desired role: RA
Victoria Ramirez,Shannon Reyes,30,matched desired role: RA
Victoria Ramirez,Jeanne Clark,30,matched desired role: RA
Victoria Ramirez,Victoria Oliver,30,matched desired role: RA
Victoria Ramirez,Adrienne Miles,70,shared interest in Financial Forecasting; matched desired role: RA
Victoria Ramirez,Jennifer Harper,30,matched desired role: RA
Victoria Ramirez,Tony Singh,30,matched desired role: RA
Victoria Ramirez,Marie Wilkinson,30,matched desired role: RA
Victoria Ramirez,Roberto Delgado,30,matched desired role: RA
Victoria Ramirez,Patrick Dillon,30,matched desired role: RA
Victoria Ramirez,Karen Price,40,shared interest in Financial Forecasting
Victoria Ramirez,Brenda Thomas,30,matched desired role: RA
William Peterson,Christopher Smith,30,matched desired role: RA
William Peterson,Steven Parker,40,shared interest in Climate Change Modeling
William Peterson,Beth Taylor,30,matched desired role: RA
William Peterson,Christopher Lee DVM,30,matched desired role: RA
William Peterson,Scott Foster PhD,30,matched desired role: RA
William Peterson,Shawn Medina,40,shared interest in Climate Change Modeling
William Peterson,Mercedes Francis,30,matched desired role: RA
William Peterson,Casey Nunez,30,matched desired role: RA
William Peterson,Shannon Reyes,30,matched desired role: RA
William Peterson,Jeanne Clark,30,matched desired role: RA
William Peterson,Victoria Oliver,30,matched desired role: RA
William Peterson,Adrienne Miles,30,matched desired role: RA
William Peterson,Jennifer Harper,30,matched desired role: RA
William Peterson,Tony Singh,30,matched desired role: RA
William Peterson,Marie Wilkinson,30,matched desired role: RA
William Peterson,Roberto Delgado,30,matched desired role: RA
William Peterson,Patrick Dillon,30,matched desired role: RA
William Peterson,Karen Price,40,shared interest in Climate Change Modeling
William Peterson,Brenda Thomas,30,matched desired role: RA
William Peterson,Stephanie Hall,40,shared interest in Climate Change Modeling
William Peterson,Paul Robinson,40,shared interest in Climate Change Modeling
Michael Franklin,Steven Parker,30,matched desired role: Grader
Michael Franklin,Beth Taylor,30,matched desired role: Grader
Michael Franklin,Chelsea Wallace,30,matched desired role: Grader
Michael Franklin,Jessica Wood,30,matched desired role: Grader
Michael Franklin,Kimberly Friedman,30,matched desired role: Grader
Michael Franklin,Michael Matthews,30,matched desired role: Grader
Michael Franklin,Scott Foster PhD,35,skill overlap: Natural Language Processing; matched desired role: Grader
Michael Franklin,Shawn Medina,30,matched desired role: Grader
Michael Franklin,Mercedes Francis,30,matched desired role: Grader
